A1S_0049+	A1S_0049.VFG037853_gi_126640162_.Acinetobacter_baumannii_ATCC_17978	ACICU_00071.VFG037852_gi_184156391_.Acinetobacter_baumannii_ACICU	BJAB07104_00087.VFG037855_gi_523521474_.Acinetobacter_baumannii_BJAB07104	BJAB0868_00088.VFG037857_gi_523525384_.Acinetobacter_baumannii_BJAB0868	ptk.VFG037861_gi_169632080_.Acinetobacter_baumannii_SDF	wzc.VFG037858_gi_469820231_.Acinetobacter_baumannii_D1279779
A1S_0050+	A1S_0050.VFG037868_gi_126640163_.Acinetobacter_baumannii_ATCC_17978	BJAB07104_00088.VFG037870_gi_523521475_.Acinetobacter_baumannii_BJAB07104	wzb.VFG037873_gi_469820232_.Acinetobacter_baumannii_D1279779
A1S_0066+	A1S_0066.VFG038106_gi_126640179_.Acinetobacter_baumannii_ATCC_17978	AB57_0115.VFG038170_gi_213155484_.Acinetobacter_baumannii_AB0057	ABBFA_003446.VFG037851_gi_215485077_.Acinetobacter_baumannii_AB307_0294	ABK1_0104.VFG038162_gi_384130064_.Acinetobacter_baumannii_1656_2	ABTJ_03743.VFG037859_gi_387125704_.Acinetobacter_baumannii_MDR_TJ	ABTW07_0100.VFG038160_gi_385235650_.Acinetobacter_baumannii_TCDC_AB0715	ACICU_00092.VFG038155_gi_184156412_.Acinetobacter_baumannii_ACICU	BJAB07104_00106.VFG038133_gi_523521493_.Acinetobacter_baumannii_BJAB07104	BJAB0715_00115.VFG038172_gi_523529236_.Acinetobacter_baumannii_BJAB0715	M3Q_303.VFG038167_gi_407930987_.Acinetobacter_baumannii_TYTH_1	manB.VFG038150_gi_169632100_.Acinetobacter_baumannii_SDF
A1S_0917+	A1S_0917.VFG037471_gi_126640967_.Acinetobacter_baumannii_ATCC_17978	AB57_0984.VFG037468_gi_213156714_.Acinetobacter_baumannii_AB0057	ABBFA_002692.VFG037469_gi_215484361_.Acinetobacter_baumannii_AB307_0294	ABD1_08690.VFG037476_gi_469821050_.Acinetobacter_baumannii_D1279779	ABK1_0905.VFG037467_gi_384130865_.Acinetobacter_baumannii_1656_2	ABZJ_01011.VFG037478_gi_384142257_.Acinetobacter_baumannii_MDR_ZJ06	ACICU_00872.VFG037470_gi_184157192_.Acinetobacter_baumannii_ACICU	BJAB07104_01013.VFG037473_gi_523522397_.Acinetobacter_baumannii_BJAB07104	BJAB0715_01024.VFG037474_gi_523530145_.Acinetobacter_baumannii_BJAB0715
AAA21119	AAA21119.VFG043890_gi_532524_.Bacillus_thuringiensis_subspecies_japonensis_str._Buibui
AAA21516	AAA21516.VFG043911_gi_538378_.Bacillus_thuringiensis_subspecies_sotto_str._PS80JJ1
AAA22224	AAA22224.VFG043992_gi_142473_.Paenibacillus_alvei
AAA22333	AAA22333.VFG044454_gi_142726_.Bacillus_thuringiensis_str._thompsoni
AAA22335	AAA22335.VFG043861_gi_142732_.Bacillus_thuringiensis
AAA22342+	AAA22342.VFG043862_gi_142748_.Bacillus_thuringiensis	cry2.VFG043864_gi_6457578_.Bacillus_thuringiensis_str._BR30	cry2Ag.VFG043866_gi_199612844_.Bacillus_thuringiensis_str._JF19_2
AAA22352	AAA22352.VFG043907_gi_142763_.Bacillus_thuringiensis
AAA22614	AAA22614.VFG043906_gi_143229_.Bacillus_thuringiensis
AAA23212	AAA23212.VFG043665_gi_144737_.Clostridium_botulinum
AAA23990	AAA23990.VFG043747_gi_146408_.Escherichia_coli
AAA24093	AAA24093.VFG043651_gi_146672_.Escherichia_coli
AAA24094	AAA24094.VFG043652_gi_146673_.Escherichia_coli
AAA26616	AAA26616.VFG043668_gi_152998_.Staphylococcus_aureus
AAA79694	AAA79694.VFG043850_gi_1022728_.Bacillus_thuringiensis_str._morrisoni_BF190
AAB03693	AAB03693.VFG044028_gi_1408457_.Bacillus_thuringiensis_subspecies_neoleoensis_str._PS201T6
AAB24244	AAB24244.VFG043774_gi_260239_.Clostridium_botulinum_D_str._CB16
AAB36654	AAB36654.VFG044018_gi_1302632_.Lysinibacillus_sphaericus_str._SSII_I
AAB93476	AAB93476.VFG043919_gi_2228580_.Bacillus_thuringiensis_str._fukuokaensis
AAB93477	AAB93477.VFG044033_gi_2228582_.Bacillus_thuringiensis_subspecies_jegathesan
AAC32850+	AAC32850.VFG043836_gi_3360519_.Bacillus_thuringiensis_str._PS158C2	AAO39720.VFG043838_gi_37729016_.Bacillus_thuringiensis	CAC50778.VFG043837_gi_15143039_.Bacillus_thuringiensis
AAC44637	AAC44637.VFG044036_gi_1710110_.Aeromonas_punctata
AAC61892	AAC61892.VFG043928_gi_3668335_.Bacillus_thuringiensis_serovar_jegathesan
AAC62933+	AAC62933.VFG043853_gi_3702807_.Bacillus_thuringiensis_str._C18	cry1I.VFG044069_gi_12003323_.Bacillus_thuringiensis_str._BTC007	cryV465.VFG043852_gi_467235_.Bacillus_thuringiensis
AAC97162	AAC97162.VFG043909_gi_4033727_.Bacillus_thuringiensis_subspecies_medellin_str._CIB_163_131
AAD24189	AAD24189.VFG043931_gi_4574730_.Bacillus_thuringiensis_serovar_finitimus_str._VKPM_B_1161
AAK50455	AAK50455.VFG044035_gi_14017442_.Bacillus_thuringiensis
AAK64559	AAK64559.VFG044452_gi_14571533_.Bacillus_thuringiensis
AAL26871	AAL26871.VFG044453_gi_16588691_.Bacillus_thuringiensis_serovar_dakota
AAN39121	AAN39121.VFG044042_gi_23663958_.Vibrio_fluvialis
AAN77507+	AAN77507.VFG044037_gi_26245425_.Aeromonas_sobria_str._357	ABJ52834.VFG044038_gi_116042150_.Aeromonas_veronii__Aeromonas_ichthiosmia__str._MTCC_3249	aerA_act.VFG038894_gb_YP_004394278_.Aeromonas_veronii_B565
AAO39719+	AAO39719.VFG043831_gi_37728786_.Bacillus_thuringiensis	cry1Ac.VFG043825_gi_1842095_.Bacillus_thuringiensis_serovar_kurstaki_str._HD_73
AAP21063	AAP21063.VFG042368_gi_30230642_.Actinobacillus_actinomycetemcomitans_str._HK1651
AAQ14326	AAQ14326.VFG043830_gi_33339672_.Bacillus_thuringiensis
AAS60191	AAS60191.VFG043859_gi_45387401_.Bacillus_thuringiensis_serovar_kurstaki_str._K1
AAT46073	AAT46073.VFG043895_gi_48727548_.Bacillus_thuringiensis_str._HBF_18
AAV28716	AAV28716.VFG043898_gi_54112021_.Bacillus_thuringiensis_serovar_japonensis_str._S725
AB57_0091	AB57_0091.VFG037850_gi_213155460_.Acinetobacter_baumannii_AB0057
AB57_0092	AB57_0092.VFG037865_gi_213155461_.Acinetobacter_baumannii_AB0057
AB57_0093	AB57_0093.VFG037880_gi_213155462_.Acinetobacter_baumannii_AB0057
AB57_0094	AB57_0094.VFG037895_gi_213155463_.Acinetobacter_baumannii_AB0057
AB57_0095	AB57_0095.VFG037910_gi_213155464_.Acinetobacter_baumannii_AB0057
AB57_0096	AB57_0096.VFG037925_gi_213155465_.Acinetobacter_baumannii_AB0057
AB57_0097	AB57_0097.VFG037940_gi_213155466_.Acinetobacter_baumannii_AB0057
AB57_0098	AB57_0098.VFG037955_gi_213155467_.Acinetobacter_baumannii_AB0057
AB57_0099	AB57_0099.VFG037970_gi_213155468_.Acinetobacter_baumannii_AB0057
AB57_0100	AB57_0100.VFG037985_gi_213155469_.Acinetobacter_baumannii_AB0057
AB57_0101	AB57_0101.VFG038000_gi_213155470_.Acinetobacter_baumannii_AB0057
AB57_0102	AB57_0102.VFG038015_gi_213155471_.Acinetobacter_baumannii_AB0057
AB57_0103	AB57_0103.VFG038030_gi_213155472_.Acinetobacter_baumannii_AB0057
AB57_0104	AB57_0104.VFG038045_gi_213155473_.Acinetobacter_baumannii_AB0057
AB57_0105	AB57_0105.VFG038060_gi_213155474_.Acinetobacter_baumannii_AB0057
AB57_0106	AB57_0106.VFG038075_gi_213155475_.Acinetobacter_baumannii_AB0057
AB57_0107+	AB57_0107.VFG038090_gi_213155476_.Acinetobacter_baumannii_AB0057	ABBFA_003450.VFG037911_gi_215485081_.Acinetobacter_baumannii_AB307_0294	BJAB07104_00101.VFG038065_gi_523521488_.Acinetobacter_baumannii_BJAB07104
AB57_0109	AB57_0109.VFG038118_gi_213155478_.Acinetobacter_baumannii_AB0057
AB57_0110	AB57_0110.VFG038131_gi_213155479_.Acinetobacter_baumannii_AB0057
AB57_0112+	AB57_0112.VFG038154_gi_213155481_.Acinetobacter_baumannii_AB0057	ABBFA_003448.VFG037881_gi_215485079_.Acinetobacter_baumannii_AB307_0294	ABTJ_03746.VFG037904_gi_387125707_.Acinetobacter_baumannii_MDR_TJ	ABZJ_00094.VFG038138_gi_384141340_.Acinetobacter_baumannii_MDR_ZJ06
AB57_0985+	AB57_0985.VFG037481_gi_213156715_.Acinetobacter_baumannii_AB0057	ABSDF2288.VFG037486_gi_169633828_.Acinetobacter_baumannii_SDF	ABTW07_1002.VFG037487_gi_385236559_.Acinetobacter_baumannii_TCDC_AB0715	ABZJ_01012.VFG037485_gi_384142258_.Acinetobacter_baumannii_MDR_ZJ06	ACICU_00873.VFG037482_gi_184157193_.Acinetobacter_baumannii_ACICU	BJAB0715_01025.VFG037483_gi_523530146_.Acinetobacter_baumannii_BJAB0715	M3Q_1210.VFG037488_gi_407931890_.Acinetobacter_baumannii_TYTH_1
AB57_0986+	AB57_0986.VFG037489_gi_213156716_.Acinetobacter_baumannii_AB0057	ACICU_00874.VFG037490_gi_184157194_.Acinetobacter_baumannii_ACICU	BJAB0715_01026.VFG037491_gi_523530147_.Acinetobacter_baumannii_BJAB0715
AB57_0987+	AB57_0987.VFG037496_gi_213156717_.Acinetobacter_baumannii_AB0057	ABSDF2285.VFG037501_gi_169633827_.Acinetobacter_baumannii_SDF	ABTW07_1004.VFG037502_gi_385236561_.Acinetobacter_baumannii_TCDC_AB0715	ABZJ_01014.VFG037500_gi_384142260_.Acinetobacter_baumannii_MDR_ZJ06	ACICU_00875.VFG037497_gi_184157195_.Acinetobacter_baumannii_ACICU	BJAB0715_01027.VFG037498_gi_523530148_.Acinetobacter_baumannii_BJAB0715	BJAB0868_01023.VFG037499_gi_523526317_.Acinetobacter_baumannii_BJAB0868	M3Q_1212.VFG037503_gi_407931892_.Acinetobacter_baumannii_TYTH_1
AB57_0988+	AB57_0988.VFG037504_gi_213156718_.Acinetobacter_baumannii_AB0057	ABSDF2284.VFG037509_gi_169633826_.Acinetobacter_baumannii_SDF	ABZJ_01015.VFG037508_gi_384142261_.Acinetobacter_baumannii_MDR_ZJ06	ACICU_00876.VFG037505_gi_184157196_.Acinetobacter_baumannii_ACICU	BJAB0715_01028.VFG037506_gi_523530149_.Acinetobacter_baumannii_BJAB0715
AB57_0989+	AB57_0989.VFG037512_gi_213156719_.Acinetobacter_baumannii_AB0057	ABSDF2283.VFG037517_gi_169633825_.Acinetobacter_baumannii_SDF	ABTW07_1006.VFG037518_gi_385236563_.Acinetobacter_baumannii_TCDC_AB0715	ACICU_00877.VFG037513_gi_184157197_.Acinetobacter_baumannii_ACICU	BJAB0715_01029.VFG037514_gi_523530150_.Acinetobacter_baumannii_BJAB0715
AB57_0990+	AB57_0990.VFG037520_gi_213156720_.Acinetobacter_baumannii_AB0057	ABSDF2282.VFG037525_gi_169633824_.Acinetobacter_baumannii_SDF	ACICU_00878.VFG037521_gi_184157198_.Acinetobacter_baumannii_ACICU	BJAB0715_01030.VFG037522_gi_523530151_.Acinetobacter_baumannii_BJAB0715
AB57_0992+	AB57_0992.VFG037536_gi_213156722_.Acinetobacter_baumannii_AB0057	ABSDF2280.VFG037541_gi_169633822_.Acinetobacter_baumannii_SDF	BJAB0715_01032.VFG037538_gi_523530153_.Acinetobacter_baumannii_BJAB0715
AB57_0993+	AB57_0993.VFG037545_gi_213156723_.Acinetobacter_baumannii_AB0057	ABAYE2875.VFG037548_gi_169796884_.Acinetobacter_baumannii_AYE	ABBFA_002691.VFG037546_gi_215484360_.Acinetobacter_baumannii_AB307_0294	ABD1_08700.VFG037552_gi_469821051_.Acinetobacter_baumannii_D1279779	ABK1_0906.VFG037544_gi_384130866_.Acinetobacter_baumannii_1656_2	ACICU_00881.VFG037547_gi_184157201_.Acinetobacter_baumannii_ACICU	BJAB0715_01033.VFG037550_gi_523530154_.Acinetobacter_baumannii_BJAB0715
ABAYE3808	ABAYE3808.VFG037974_gi_169797732_.Acinetobacter_baumannii_AYE
ABAYE3809+	ABAYE3809.VFG037989_gi_169797733_.Acinetobacter_baumannii_AYE	ABBFA_003453.VFG037956_gi_215485084_.Acinetobacter_baumannii_AB307_0294
ABAYE3810+	ABAYE3810.VFG038004_gi_169797734_.Acinetobacter_baumannii_AYE	ABBFA_003454.VFG037971_gi_215485085_.Acinetobacter_baumannii_AB307_0294
ABAYE3812	ABAYE3812.VFG038034_gi_169797736_.Acinetobacter_baumannii_AYE
ABB70817	ABB70817.VFG043882_gi_81302556_.Bacillus_thuringiensis_serovar_huazhongensis_serotype_H40
ABB77403	ABB77403.VFG042225_gi_82470751_.Pantoea_stewartii_subsp._stewartii_str._SS104
ABB77404	ABB77404.VFG042226_gi_82470752_.Pantoea_stewartii_subsp._stewartii_str._SS104
ABB77405	ABB77405.VFG042227_gi_82470753_.Pantoea_stewartii_subsp._stewartii_str._SS104
ABB77406	ABB77406.VFG042228_gi_82470754_.Pantoea_stewartii_subsp._stewartii_str._SS104
ABB77417	ABB77417.VFG042257_gi_82470765_.Pantoea_stewartii_subsp._stewartii_str._SS104
ABB77418	ABB77418.VFG042258_gi_82470766_.Pantoea_stewartii_subsp._stewartii_str._SS104
ABBFA_003451+	ABBFA_003451.VFG037926_gi_215485082_.Acinetobacter_baumannii_AB307_0294	BJAB07104_00100.VFG038050_gi_523521487_.Acinetobacter_baumannii_BJAB07104
ABBFA_003452+	ABBFA_003452.VFG037941_gi_215485083_.Acinetobacter_baumannii_AB307_0294	BJAB07104_00099.VFG038035_gi_523521486_.Acinetobacter_baumannii_BJAB07104
ABBFA_003455	ABBFA_003455.VFG037986_gi_215485086_.Acinetobacter_baumannii_AB307_0294
ABBFA_003456	ABBFA_003456.VFG038001_gi_215485087_.Acinetobacter_baumannii_AB307_0294
ABBFA_003457	ABBFA_003457.VFG038016_gi_215485088_.Acinetobacter_baumannii_AB307_0294
ABBFA_003458	ABBFA_003458.VFG038031_gi_215485089_.Acinetobacter_baumannii_AB307_0294
ABBFA_003459	ABBFA_003459.VFG038046_gi_215485090_.Acinetobacter_baumannii_AB307_0294
ABBFA_003460	ABBFA_003460.VFG038061_gi_215485091_.Acinetobacter_baumannii_AB307_0294
ABBFA_003461	ABBFA_003461.VFG038076_gi_215485092_.Acinetobacter_baumannii_AB307_0294
ABD1_00540	ABD1_00540.VFG037933_gi_469820236_.Acinetobacter_baumannii_D1279779
ABD1_00550+	ABD1_00550.VFG037948_gi_469820237_.Acinetobacter_baumannii_D1279779	ABTJ_03758.VFG038084_gi_387125719_.Acinetobacter_baumannii_MDR_TJ
ABD1_00560	ABD1_00560.VFG037963_gi_469820238_.Acinetobacter_baumannii_D1279779
ABD1_00570+	ABD1_00570.VFG037978_gi_469820239_.Acinetobacter_baumannii_D1279779	ABTJ_03755.VFG038039_gi_387125716_.Acinetobacter_baumannii_MDR_TJ	ABTJ_03756.VFG038054_gi_387125717_.Acinetobacter_baumannii_MDR_TJ
ABD1_00590+	ABD1_00590.VFG038008_gi_469820241_.Acinetobacter_baumannii_D1279779	ABZJ_00088.VFG038055_gi_384141334_.Acinetobacter_baumannii_MDR_ZJ06
ABD1_00610+	ABD1_00610.VFG038038_gi_469820243_.Acinetobacter_baumannii_D1279779	ABTJ_03751.VFG037979_gi_387125712_.Acinetobacter_baumannii_MDR_TJ	ABZJ_00090.VFG038085_gi_384141336_.Acinetobacter_baumannii_MDR_ZJ06
ABK1_0082	ABK1_0082.VFG037849_gi_384130042_.Acinetobacter_baumannii_1656_2
ABK1_0083	ABK1_0083.VFG037864_gi_384130043_.Acinetobacter_baumannii_1656_2
ABK1_0084+	ABK1_0084.VFG037879_gi_384130044_.Acinetobacter_baumannii_1656_2	BJAB07104_00089.VFG037885_gi_523521476_.Acinetobacter_baumannii_BJAB07104
ABK1_0085+	ABK1_0085.VFG037894_gi_384130045_.Acinetobacter_baumannii_1656_2	ABSDF0066.VFG037906_gi_169632083_.Acinetobacter_baumannii_SDF	ABTW07_0082.VFG037907_gi_385235632_.Acinetobacter_baumannii_TCDC_AB0715	ACICU_00074.VFG037897_gi_184156394_.Acinetobacter_baumannii_ACICU	BJAB07104_00090.VFG037900_gi_523521477_.Acinetobacter_baumannii_BJAB07104
ABK1_0086+	ABK1_0086.VFG037909_gi_384130046_.Acinetobacter_baumannii_1656_2	ACICU_00075.VFG037912_gi_184156395_.Acinetobacter_baumannii_ACICU
ABK1_0087+	ABK1_0087.VFG037924_gi_384130047_.Acinetobacter_baumannii_1656_2	ACICU_00076.VFG037927_gi_184156396_.Acinetobacter_baumannii_ACICU
ABK1_0088+	ABK1_0088.VFG037939_gi_384130048_.Acinetobacter_baumannii_1656_2	ACICU_00077.VFG037942_gi_184156397_.Acinetobacter_baumannii_ACICU
ABK1_0089+	ABK1_0089.VFG037954_gi_384130049_.Acinetobacter_baumannii_1656_2	ACICU_00078.VFG037957_gi_184156398_.Acinetobacter_baumannii_ACICU
ABK1_0090+	ABK1_0090.VFG037969_gi_384130050_.Acinetobacter_baumannii_1656_2	ACICU_00079.VFG037972_gi_184156399_.Acinetobacter_baumannii_ACICU
ABK1_0091+	ABK1_0091.VFG037984_gi_384130051_.Acinetobacter_baumannii_1656_2	ACICU_00080.VFG037987_gi_184156400_.Acinetobacter_baumannii_ACICU
ABK1_0092	ABK1_0092.VFG037999_gi_384130052_.Acinetobacter_baumannii_1656_2
ABK1_0093	ABK1_0093.VFG038014_gi_384130053_.Acinetobacter_baumannii_1656_2
ABK1_0094	ABK1_0094.VFG038029_gi_384130054_.Acinetobacter_baumannii_1656_2
ABK1_0095	ABK1_0095.VFG038044_gi_384130055_.Acinetobacter_baumannii_1656_2
ABK1_0096+	ABK1_0096.VFG038059_gi_384130056_.Acinetobacter_baumannii_1656_2	ACICU_00086.VFG038077_gi_184156406_.Acinetobacter_baumannii_ACICU
ABK1_0097	ABK1_0097.VFG038074_gi_384130057_.Acinetobacter_baumannii_1656_2
ABK1_0098	ABK1_0098.VFG038089_gi_384130058_.Acinetobacter_baumannii_1656_2
ABN49951+	ABN49951.VFG043936_gi_125661890_.Bacillus_thuringiensis_str._y41	cry30like.VFG043937_gi_89000901_.Bacillus_thuringiensis_serovar_aizawai_str._Bun1_14
ABQ42352	ABQ42352.VFG042381_gi_146674909_.Moraxella_catarrhalis_str._O35E
ABQ43328	ABQ43328.VFG042380_gi_146744260_.Moraxella_catarrhalis_str._O35E
ABQ43330	ABQ43330.VFG042379_gi_146744264_.Moraxella_catarrhalis_str._O35E
ABQ82087	ABQ82087.VFG043876_gi_148529679_.Bacillus_thuringiensis
ABSDF0067+	ABSDF0067.VFG037921_gi_169632084_.Acinetobacter_baumannii_SDF	ABTW07_0083.VFG037922_gi_385235633_.Acinetobacter_baumannii_TCDC_AB0715	ABZJ_00078.VFG037905_gi_384141324_.Acinetobacter_baumannii_MDR_ZJ06
ABSDF0068+	ABSDF0068.VFG037936_gi_169632085_.Acinetobacter_baumannii_SDF	ABTW07_0084.VFG037937_gi_385235634_.Acinetobacter_baumannii_TCDC_AB0715	ABZJ_00079.VFG037920_gi_384141325_.Acinetobacter_baumannii_MDR_ZJ06
ABSDF0069+	ABSDF0069.VFG037951_gi_169632086_.Acinetobacter_baumannii_SDF	ABTW07_0085.VFG037952_gi_385235635_.Acinetobacter_baumannii_TCDC_AB0715	ABZJ_00080.VFG037935_gi_384141326_.Acinetobacter_baumannii_MDR_ZJ06	BJAB0715_00096.VFG037946_gi_523529217_.Acinetobacter_baumannii_BJAB0715
ABSDF0070+	ABSDF0070.VFG037966_gi_169632087_.Acinetobacter_baumannii_SDF	ABTW07_0086.VFG037967_gi_385235636_.Acinetobacter_baumannii_TCDC_AB0715
ABSDF0071+	ABSDF0071.VFG037981_gi_169632088_.Acinetobacter_baumannii_SDF	ABTW07_0087.VFG037982_gi_385235637_.Acinetobacter_baumannii_TCDC_AB0715
ABSDF0072+	ABSDF0072.VFG037996_gi_169632089_.Acinetobacter_baumannii_SDF	ABTW07_0088.VFG037997_gi_385235638_.Acinetobacter_baumannii_TCDC_AB0715	ABZJ_00082.VFG037965_gi_384141328_.Acinetobacter_baumannii_MDR_ZJ06	BJAB0868_00098.VFG038007_gi_523525394_.Acinetobacter_baumannii_BJAB0868
ABSDF0073+	ABSDF0073.VFG038011_gi_169632090_.Acinetobacter_baumannii_SDF	ABTW07_0089.VFG038012_gi_385235639_.Acinetobacter_baumannii_TCDC_AB0715
ABSDF0074+	ABSDF0074.VFG038026_gi_169632091_.Acinetobacter_baumannii_SDF	ABTW07_0090.VFG038027_gi_385235640_.Acinetobacter_baumannii_TCDC_AB0715
ABSDF0075+	ABSDF0075.VFG038041_gi_169632092_.Acinetobacter_baumannii_SDF	ABTW07_0091.VFG038042_gi_385235641_.Acinetobacter_baumannii_TCDC_AB0715	BJAB0868_00101.VFG038052_gi_523525397_.Acinetobacter_baumannii_BJAB0868
ABSDF0076+	ABSDF0076.VFG038056_gi_169632093_.Acinetobacter_baumannii_SDF	ABTW07_0093.VFG038072_gi_385235643_.Acinetobacter_baumannii_TCDC_AB0715
ABSDF0077+	ABSDF0077.VFG038071_gi_169632094_.Acinetobacter_baumannii_SDF	ABTW07_0094.VFG038087_gi_385235644_.Acinetobacter_baumannii_TCDC_AB0715
ABTJ_03745+	ABTJ_03745.VFG037889_gi_387125706_.Acinetobacter_baumannii_MDR_TJ	ABZJ_00095.VFG038149_gi_384141341_.Acinetobacter_baumannii_MDR_ZJ06	pgi.VFG037866_gi_215485078_.Acinetobacter_baumannii_AB307_0294
ABTJ_03748	ABTJ_03748.VFG037934_gi_387125709_.Acinetobacter_baumannii_MDR_TJ
ABTJ_03749+	ABTJ_03749.VFG037949_gi_387125710_.Acinetobacter_baumannii_MDR_TJ	BJAB0715_00109.VFG038134_gi_523529230_.Acinetobacter_baumannii_BJAB0715
ABTJ_03750+	ABTJ_03750.VFG037964_gi_387125711_.Acinetobacter_baumannii_MDR_TJ	ABZJ_00091.VFG038099_gi_384141337_.Acinetobacter_baumannii_MDR_ZJ06
ABTJ_03752+	ABTJ_03752.VFG037994_gi_387125713_.Acinetobacter_baumannii_MDR_TJ	ABZJ_00089.VFG038070_gi_384141335_.Acinetobacter_baumannii_MDR_ZJ06
ABTW07_0092	ABTW07_0092.VFG038057_gi_385235642_.Acinetobacter_baumannii_TCDC_AB0715
ABW08088	ABW08088.VFG043886_gi_158021540_.Bacillus_thuringiensis_str._B_JJX
ABZJ_00075	ABZJ_00075.VFG037860_gi_384141321_.Acinetobacter_baumannii_MDR_ZJ06
ABZJ_00076	ABZJ_00076.VFG037875_gi_384141322_.Acinetobacter_baumannii_MDR_ZJ06
ABZJ_00077	ABZJ_00077.VFG037890_gi_384141323_.Acinetobacter_baumannii_MDR_ZJ06
ABZJ_00081	ABZJ_00081.VFG037950_gi_384141327_.Acinetobacter_baumannii_MDR_ZJ06
ABZJ_00083	ABZJ_00083.VFG037980_gi_384141329_.Acinetobacter_baumannii_MDR_ZJ06
ABZJ_00084	ABZJ_00084.VFG037995_gi_384141330_.Acinetobacter_baumannii_MDR_ZJ06
ABZJ_00085	ABZJ_00085.VFG038010_gi_384141331_.Acinetobacter_baumannii_MDR_ZJ06
ABZJ_00086	ABZJ_00086.VFG038025_gi_384141332_.Acinetobacter_baumannii_MDR_ZJ06
ABZJ_00087+	ABZJ_00087.VFG038040_gi_384141333_.Acinetobacter_baumannii_MDR_ZJ06	BJAB0715_00104.VFG038066_gi_523529225_.Acinetobacter_baumannii_BJAB0715	fnlA.VFG037993_gi_469820240_.Acinetobacter_baumannii_D1279779
ACA60977	ACA60977.VFG044024_gb_ACA60977_.Clostridium_septicum_str._NH2
ACC95445	ACC95445.VFG043938_gi_186920384_.Bacillus_thuringiensis_str._S2160_1
ACF93710	ACF93710.VFG044020_gi_194719328_.Clostridium_perfringens_str._NCTC8131
ACI22625	ACI22625.VFG043939_gi_206939340_.Bacillus_thuringiensis_str._BtMC28
ACI49664	ACI49664.VFG042990_gi_209491029_.Enterococcus_faecium_str._E1165
ACI49666+	ACI49666.VFG042992_gi_209491031_.Enterococcus_faecium_str._E1165	EFAU085_01415.VFG045646_gi_529234125_.Enterococcus_faecium_Aus0085
ACI49667	ACI49667.VFG042993_gi_209491032_.Enterococcus_faecium_str._E1165
ACI49669	ACI49669.VFG042985_gi_209491035_.Enterococcus_faecium_str._E1165
ACI49670	ACI49670.VFG042987_gi_209491036_.Enterococcus_faecium_str._E1165
ACI49672	ACI49672.VFG042989_gi_209491038_.Enterococcus_faecium_str._E1165
ACICU_00072+	ACICU_00072.VFG037867_gi_184156392_.Acinetobacter_baumannii_ACICU	BJAB0868_00089.VFG037872_gi_523525385_.Acinetobacter_baumannii_BJAB0868
